10140382,HY329023,07/05/2015 07:02:00 PM,004XX N CENTRAL PARK BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,1123,,27,23,08B,,,2015,07/12/2015 12:42:46 PM,,,
10139396,HY328581,07/04/2015 11:00:00 PM,004XX N MONTICELLO AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENTIAL YARD (FRONT/BACK),false,false,1122,011,27,23,14,1151917,1902866,2015,07/11/2015 12:39:38 PM,41.889337148,-87.717552947,"(41.889337148, -87.717552947)"
10137054,HY325533,07/02/2015 11:37:00 PM,005XX N SPRINGFIELD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,true,false,1122,011,27,23,15,1150251,1903434,2015,07/09/2015 12:37:51 PM,41.890928444,-87.723656407,"(41.890928444, -87.723656407)"
10137515,HY326210,07/02/2015 10:00:00 PM,017XX N CICERO AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,2533,025,37,25,08A,1144171,1911174,2015,07/09/2015 12:37:51 PM,41.912284239,-87.745790773,"(41.912284239, -87.745790773)"
10136819,HY325292,07/02/2015 07:54:00 PM,016XX S DRAKE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,true,false,1021,010,24,29,15,1153024,1891215,2015,07/09/2015 12:37:51 PM,41.857343671,-87.713796395,"(41.857343671, -87.713796395)"
10136842,HY325161,07/02/2015 06:50:00 PM,009XX E 131ST ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0533,005,9,54,06,1184854,1818532,2015,07/09/2015 12:37:51 PM,41.657204701,-87.599239629,"(41.657204701, -87.599239629)"
10135642,HY324210,07/02/2015 02:10:00 AM,009XX E 130TH ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CHA PARKING LOT/GROUNDS,false,false,0532,005,9,54,04B,1184757,1819322,2015,07/09/2015 12:37:51 PM,41.659374843,-87.599569957,"(41.659374843, -87.599569957)"
10135444,HY323989,07/01/2015 08:40:00 PM,068XX S TALMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0831,008,15,66,18,1159936,1858880,2015,07/08/2015 12:38:00 PM,41.768472756,-87.689314761,"(41.768472756, -87.689314761)"
10134135,HY322934,07/01/2015 04:00:00 AM,079XX S VINCENNES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0623,006,17,44,08B,1175024,1852356,2015,07/08/2015 12:38:00 PM,41.750246796,-87.634204288,"(41.750246796, -87.634204288)"
10147117,HY336163,06/28/2015 07:00:00 AM,020XX N KIMBALL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,1413,014,26,22,14,1153332,1913617,2015,07/12/2015 12:40:52 PM,41.918810907,-87.712070517,"(41.918810907, -87.712070517)"
10130196,HY318835,06/28/2015 12:20:00 AM,033XX N HALSTED ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1925,019,44,6,08B,1170364,1922754,2015,07/05/2015 12:38:04 PM,41.943527622,-87.649225604,"(41.943527622, -87.649225604)"
10129636,HY318033,06/27/2015 12:00:00 PM,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1913,019,46,3,06,1168391,1929931,2015,07/04/2015 12:37:19 PM,41.963264568,-87.656268955,"(41.963264568, -87.656268955)"
10129573,HY317986,06/26/2015 07:00:00 PM,010XX N WOOD ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1212,012,1,24,06,1164162,1907126,2015,07/03/2015 12:39:14 PM,41.900776974,-87.672463767,"(41.900776974, -87.672463767)"
10128956,HY315657,06/25/2015 11:16:00 AM,001XX N WOLCOTT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,1223,012,27,28,26,1163750,1901322,2015,07/02/2015 12:42:40 PM,41.884859047,-87.674140851,"(41.884859047, -87.674140851)"
10147340,HY336420,06/21/2015 01:30:00 PM,006XX W BARRY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1934,019,44,6,14,1171641,1920753,2015,07/12/2015 12:42:46 PM,41.93800874,-87.644591096,"(41.93800874, -87.644591096)"
10120242,HY308991,06/20/2015 12:00:00 PM,022XX E 103RD ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,false,false,0434,004,10,51,26,1193088,1837089,2015,06/27/2015 12:41:22 PM,41.707930876,-87.568507723,"(41.707930876, -87.568507723)"
10122352,HY308873,06/20/2015 10:20:00 AM,055XX W GLADYS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1522,,29,25,14,,,2015,06/27/2015 12:41:22 PM,,,
10119796,HY308435,06/20/2015 01:28:00 AM,039XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0213,002,3,38,14,1179038,1878991,2015,06/27/2015 12:41:22 PM,41.823245374,-87.618684022,"(41.823245374, -87.618684022)"
10119477,HY307724,06/19/2015 03:00:00 PM,052XX W LAKE ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1523,015,28,25,03,1141587,1902060,2015,06/26/2015 12:42:22 PM,41.887322542,-87.755509318,"(41.887322542, -87.755509318)"
10118190,HY306860,06/17/2015 07:48:00 PM,003XX S PULASKI RD,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,TAVERN/LIQUOR STORE,true,false,1132,011,24,26,22,1149753,1897756,2015,06/24/2015 12:40:31 PM,41.875357085,-87.725632989,"(41.875357085, -87.725632989)"
10117842,HY306398,06/17/2015 05:00:00 PM,030XX W GUNNISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1713,017,33,14,14,1154936,1932019,2015,06/24/2015 12:40:31 PM,41.969275252,-87.705682159,"(41.969275252, -87.705682159)"
10116440,HY304973,06/16/2015 11:00:00 PM,016XX N HONORE ST,0810,THEFT,OVER $500,STREET,false,false,1434,014,32,24,06,1163721,1911003,2015,06/23/2015 12:51:44 PM,41.91142505,-87.673974124,"(41.91142505, -87.673974124)"
10112616,HY301842,06/14/2015 09:00:00 PM,104XX S PROSPECT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2212,022,19,72,14,1167593,1835635,2015,06/21/2015 12:38:51 PM,41.704524331,-87.661912753,"(41.704524331, -87.661912753)"
10122748,HY311701,06/13/2015 03:30:00 PM,022XX S CENTRAL PARK AVE,0810,THEFT,OVER $500,APARTMENT,false,false,1024,010,22,30,06,1152766,1888660,2015,06/23/2015 12:51:44 PM,41.850337554,-87.714810965,"(41.850337554, -87.714810965)"
10110096,HY298671,06/12/2015 06:00:00 PM,050XX S WINCHESTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0931,009,16,61,14,1164250,1871069,2015,06/19/2015 01:10:05 PM,41.801831215,-87.673158727,"(41.801831215, -87.673158727)"
10113127,HY302162,06/12/2015 04:30:00 PM,031XX S ABERDEEN ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0913,009,11,60,05,1169448,1884115,2015,06/19/2015 01:10:05 PM,41.837519626,-87.653717198,"(41.837519626, -87.653717198)"
10109843,HY298100,06/12/2015 01:05:00 PM,068XX S NORMAL BLVD,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",true,false,0722,007,6,68,06,1174171,1859468,2015,06/19/2015 01:10:05 PM,41.769781958,-87.63711913,"(41.769781958, -87.63711913)"
10109480,HY297992,06/12/2015 12:20:00 PM,068XX S PERRY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0722,007,6,69,08A,1176533,1859790,2015,06/19/2015 01:10:05 PM,41.770612768,-87.628451443,"(41.770612768, -87.628451443)"
10133746,HY320661,06/12/2015 11:00:00 AM,069XX S CRANDON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,0331,003,5,43,11,1192560,1859518,2015,07/05/2015 12:36:37 PM,41.769490914,-87.569712448,"(41.769490914, -87.569712448)"
10108325,HY296759,06/11/2015 09:00:00 AM,037XX W 26TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1031,010,22,30,14,1152090,1886433,2015,06/18/2015 12:41:41 PM,41.844239727,-87.717350648,"(41.844239727, -87.717350648)"
10111213,HY300134,06/10/2015 01:00:00 PM,040XX W MELROSE ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,1731,017,31,16,26,1148889,1921264,2015,06/17/2015 12:40:49 PM,41.939882117,-87.728196374,"(41.939882117, -87.728196374)"
10102842,HY291892,06/07/2015 08:00:00 PM,009XX S SPRINGFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1133,011,24,26,14,1150571,1895527,2015,06/14/2015 12:39:55 PM,41.869224524,-87.722687811,"(41.869224524, -87.722687811)"
10102538,HY291587,06/07/2015 02:40:00 PM,051XX S ROCKWELL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0923,009,14,63,14,1159944,1870621,2015,06/14/2015 12:39:55 PM,41.800691514,-87.688962913,"(41.800691514, -87.688962913)"
10102063,HY290911,06/06/2015 08:25:00 PM,054XX W FULTON ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,true,1523,015,28,25,26,1139936,1901441,2015,06/13/2015 12:39:41 PM,41.885654275,-87.761587509,"(41.885654275, -87.761587509)"
10109910,HY298308,06/06/2015 03:00:00 PM,098XX S INDIANA AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0511,005,6,49,05,1179279,1839603,2015,06/20/2015 12:40:44 PM,41.715155065,-87.61900001,"(41.715155065, -87.61900001)"
10101757,HY290389,06/06/2015 02:12:00 PM,029XX W FILLMORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1135,011,28,29,08B,1157137,1895279,2015,06/13/2015 12:39:41 PM,41.868413285,-87.698588955,"(41.868413285, -87.698588955)"
10103505,HY292428,06/05/2015 06:00:00 PM,048XX S PAULINA ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0931,009,20,61,06,1165781,1872809,2015,06/12/2015 12:42:30 PM,41.806573572,-87.667494505,"(41.806573572, -87.667494505)"
10101148,HY289611,06/05/2015 05:30:00 PM,058XX S DORCHESTER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0235,002,5,41,07,1186500,1866746,2015,06/12/2015 12:42:30 PM,41.789470647,-87.591696818,"(41.789470647, -87.591696818)"
10099041,HY287215,06/04/2015 06:50:00 AM,048XX S ASHLAND AVE,031A,ROBBERY,ARMED: HANDGUN,BANK,false,false,0933,009,20,61,03,1166526,1872752,2015,07/07/2015 12:40:12 PM,41.806401287,-87.66476372,"(41.806401287, -87.66476372)"
10097772,HY286029,06/02/2015 10:30:00 PM,053XX W BYRON ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1634,016,38,15,06,1140003,1925444,2015,06/09/2015 12:37:43 PM,41.951519927,-87.760752962,"(41.951519927, -87.760752962)"
10096983,HY285435,06/02/2015 02:30:00 PM,023XX N MILWAUKEE AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1414,014,35,22,06,1156799,1915514,2015,06/09/2015 12:37:43 PM,41.923946796,-87.699280832,"(41.923946796, -87.699280832)"
10095244,HY284182,06/01/2015 07:19:00 PM,057XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,JAIL / LOCK-UP FACILITY,true,false,1513,015,29,25,18,1138127,1899398,2015,06/08/2015 12:48:46 PM,41.880080898,-87.768280017,"(41.880080898, -87.768280017)"
10093684,HY282559,05/31/2015 06:15:00 PM,071XX S VINCENNES AVE,0460,BATTERY,SIMPLE,GAS STATION,false,false,0731,007,6,69,08B,1176577,1857698,2015,06/07/2015 12:43:36 PM,41.764871097,-87.62835301,"(41.764871097, -87.62835301)"
10092276,HY280537,05/29/2015 11:57:00 PM,068XX S CORNELL AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0332,003,5,43,04B,1188428,1859737,2015,06/05/2015 12:41:44 PM,41.77019154,-87.584851252,"(41.77019154, -87.584851252)"
10093489,HY282318,05/29/2015 08:58:00 PM,016XX N LARAMIE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,2532,025,37,25,04B,1141421,1910182,2015,06/05/2015 12:41:44 PM,41.90961333,-87.755918184,"(41.90961333, -87.755918184)"
10091871,HY279905,05/29/2015 10:00:00 AM,050XX S SPAULDING AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,false,true,0821,008,14,63,04B,1155187,1871130,2015,06/05/2015 12:41:44 PM,41.802184814,-87.706394917,"(41.802184814, -87.706394917)"
10088970,HY277782,05/28/2015 01:15:00 AM,015XX N LARAMIE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2532,025,37,25,03,1141384,1909974,2015,06/04/2015 12:42:50 PM,41.909043238,-87.75605925,"(41.909043238, -87.75605925)"
10088660,HY277409,05/27/2015 06:00:00 PM,054XX N CUMBERLAND AVE,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,false,false,1614,016,41,76,06,1119277,1935253,2015,06/03/2015 12:42:25 PM,41.978791706,-87.836734078,"(41.978791706, -87.836734078)"
10089078,HY277646,05/27/2015 05:52:00 PM,022XX W PERSHING RD,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,false,true,0912,009,11,59,26,1162171,1878823,2015,06/03/2015 12:42:25 PM,41.823152685,-87.680567258,"(41.823152685, -87.680567258)"
10085461,HY274661,05/25/2015 05:04:00 PM,074XX S ST LAWRENCE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,0323,003,6,69,04B,1181559,1855960,2015,06/01/2015 12:47:00 PM,41.759988347,-87.610146282,"(41.759988347, -87.610146282)"
10084832,HY273834,05/25/2015 12:49:00 AM,012XX W 73RD PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0734,007,17,67,08B,1168941,1855993,2015,06/01/2015 12:47:00 PM,41.760360685,-87.656390252,"(41.760360685, -87.656390252)"
10083877,HY272579,05/23/2015 10:30:00 PM,048XX N KEYSTONE AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1712,017,39,14,08A,1148471,1932134,2015,05/30/2015 12:39:53 PM,41.969718324,-87.72945115,"(41.969718324, -87.72945115)"
10086359,HY274268,05/23/2015 04:00:00 AM,026XX S HAMLIN AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,false,false,1031,,22,30,03,,,2015,05/30/2015 12:39:53 PM,,,
10080813,HY269135,05/20/2015 05:25:00 PM,110XX S MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,0513,005,9,49,06,1178749,1831610,2015,05/27/2015 12:41:26 PM,41.693233223,-87.621183177,"(41.693233223, -87.621183177)"
10078694,HY267487,05/20/2015 05:20:00 AM,001XX W 113TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,false,true,0522,005,34,49,14,1177168,1830059,2015,05/27/2015 12:41:26 PM,41.689012774,-87.627018081,"(41.689012774, -87.627018081)"
10077527,HY266272,05/18/2015 09:00:00 PM,029XX W HARRISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1135,011,2,27,14,1156787,1897264,2015,05/25/2015 12:39:09 PM,41.873867422,-87.6998201,"(41.873867422, -87.6998201)"
