2101077,HH331686,04/25/2002 02:30:00 PM,0000X N MORGAN ST,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,1212,,27,28,08A,1169732,1900465,2002,03/30/2006 09:10:16 PM,41.882379185,-87.652199117,"(41.882379185, -87.652199117)"
2103474,HH334487,04/24/2002 11:00:00 PM,018XX E 95TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,false,false,0431,,7,51,04A,1189901,1842296,2002,03/30/2006 09:10:16 PM,41.722296526,-87.580011632,"(41.722296526, -87.580011632)"
2099681,HH327994,04/24/2002 01:15:00 PM,063XX N RICHMOND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,2413,,50,2,14,1155569,1941854,2002,03/30/2006 09:10:16 PM,41.996250238,-87.703088514,"(41.996250238, -87.703088514)"
2096225,HH327432,04/24/2002 06:30:00 AM,093XX S YATES BL,0810,THEFT,OVER $500,STREET,false,false,0413,,,,06,1193761,1843528,2002,12/04/2014 12:43:35 PM,41.72558369,-87.565833015,"(41.72558369, -87.565833015)"
2119786,HH325182,04/23/2002 08:15:00 AM,048XX S HALSTED ST,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,0935,,11,61,16,1171820,1873010,2002,03/30/2006 09:10:16 PM,41.806994618,-87.645339629,"(41.806994618, -87.645339629)"
2096064,HH326438,04/23/2002 07:00:00 AM,039XX W 46TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0821,,14,57,07,1151062,1873890,2002,03/30/2006 09:10:16 PM,41.809840221,-87.721451101,"(41.809840221, -87.721451101)"
2094153,HH325192,04/22/2002 09:30:00 PM,044XX S RICHMOND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0912,,,,07,1157479,1875053,2002,03/30/2006 09:10:16 PM,41.812903859,-87.697882765,"(41.812903859, -87.697882765)"
2100649,HH322893,04/22/2002 03:50:00 AM,070XX S HALSTED ST,0460,BATTERY,SIMPLE,RESIDENCE,true,true,0733,,6,68,08B,1172146,1858061,2002,03/30/2006 09:10:16 PM,41.765965722,-87.644583174,"(41.765965722, -87.644583174)"
2101177,HH322537,04/21/2002 08:30:00 PM,043XX S CICERO AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,CHA PARKING LOT/GROUNDS,false,false,0814,,23,56,04A,1145050,1875212,2002,03/30/2006 09:10:16 PM,41.813583335,-87.743469257,"(41.813583335, -87.743469257)"
2097671,HH322268,04/21/2002 06:00:00 PM,025XX W CERMAK RD,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,false,false,1034,,25,31,06,1159501,1889267,2002,12/04/2014 12:43:35 PM,41.851867449,-87.690075557,"(41.851867449, -87.690075557)"
2090692,HH320103,04/20/2002 03:00:00 PM,018XX N MAYFIELD AV,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2531,,,,26,1136844,1911449,2002,03/30/2006 09:10:16 PM,41.913173447,-87.772701964,"(41.913173447, -87.772701964)"
2098585,HH329772,04/20/2002 11:00:00 AM,043XX W MAYPOLE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,true,1114,,28,26,06,1147223,1901137,2002,03/30/2006 09:10:16 PM,41.88468372,-87.73483568,"(41.88468372, -87.73483568)"
2091887,HH322801,04/19/2002 07:00:00 PM,025XX N CLARK ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1933,,,,06,1172258,1917323,2002,12/04/2014 12:43:35 PM,41.928583056,-87.642425103,"(41.928583056, -87.642425103)"
2094819,HH316759,04/18/2002 12:12:00 AM,080XX S COTTAGE GROVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,0631,,,,16,1182988,1851977,2002,03/30/2006 09:10:16 PM,41.749025496,-87.605032618,"(41.749025496, -87.605032618)"
2094611,HH314262,04/17/2002 09:00:00 PM,021XX E 71 ST,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,true,false,0333,,,,06,1191459,1858232,2002,12/04/2014 12:43:35 PM,41.765988783,-87.573789768,"(41.765988783, -87.573789768)"
2086302,HH313833,04/17/2002 06:00:00 PM,094XX S GREENWOOD AV,0560,ASSAULT,SIMPLE,STREET,false,false,0413,,,,08A,,,2002,03/30/2006 09:10:16 PM,,,
2086922,HH313011,04/17/2002 11:51:23 AM,007XX N WABASH AV,0560,ASSAULT,SIMPLE,OTHER,false,false,1833,,,,08A,1176636,1905569,2002,03/30/2006 09:10:16 PM,41.896231666,-87.626693465,"(41.896231666, -87.626693465)"
2084322,HH310764,04/16/2002 11:20:00 AM,076XX S ESSEX AV,0460,BATTERY,SIMPLE,RESIDENCE,false,true,0421,,,,08B,1194144,1854980,2002,03/30/2006 09:10:16 PM,41.756999568,-87.5640551,"(41.756999568, -87.5640551)"
