1/20/09 5:01,Product1,1200,Visa,Patrick,Birmingham                  ,MI,United States,1/18/09 17:36,2/4/09 16:45,42.54667,-83.21139
1/26/09 14:37,Product1,1200,Visa,Heidi,St Augustine                ,FL,United States,12/19/07 12:00,2/4/09 16:55,29.89444,-81.31472
1/29/09 13:27,Product1,1200,Visa,Tom,Salt Lake City              ,UT,United States,1/28/09 14:47,2/4/09 20:07,40.76083,-111.89028
1/12/09 10:33,Product1,1200,Amex,Justine,Seattle                     ,WA,United States,1/7/09 16:45,2/4/09 20:57,47.60639,-122.33083
1/5/09 8:28,Product1,1200,Visa,isabel,Ruti,Zurich,Switzerland,1/5/09 5:08,2/4/09 22:59,47.25,8.85
1/25/09 16:11,Product3,7500,Visa,scott,Rogers                      ,AR,United States,1/25/09 15:55,2/5/09 0:20,36.33194,-94.11833
1/25/09 20:44,Product1,1200,Visa,Fatima,Rogers                      ,AR,United States,1/25/09 15:55,2/5/09 0:20,36.33194,-94.11833
1/26/09 11:36,Product1,1200,Visa,Judy,Dun Laoghaire,Dublin,Ireland,1/26/09 7:28,2/5/09 2:38,53.2925,-6.1286111
1/27/09 2:32,Product1,1200,Visa,Glenn,Perth,Scotland,United Kingdom,6/27/06 9:12,2/5/09 3:15,56.4,-3.4333333
1/18/09 13:36,Product1,1200,Amex,Family in,London,England,United Kingdom,4/23/05 9:46,2/5/09 3:17,51.51334,-0.08895
1/7/09 5:53,Product1,1200,Visa,Lauren,Gries,Rhineland-Palatinate,Germany,1/7/09 2:49,2/5/09 3:41,49.4166667,7.4
1/25/09 1:53,Product3,7500,Visa,Michael,Pietermaritzburg,KwaZulu-Natal,South Africa,1/24/09 12:52,2/5/09 4:37,-29.6166667,30.3833333
1/18/09 11:42,Product1,1200,Visa,Jodi,Sutton Valence,England,United Kingdom,11/17/08 10:30,2/5/09 6:21,51.2,0.5833333
1/13/09 1:46,Product1,1200,Mastercard,simone,Lyngby,Kobenhavn,Denmark,10/30/07 12:03,2/5/09 8:52,55.7666667,12.5166667
1/2/09 15:57,Product1,1200,Diners,Sonja,Alpine                      ,NJ,United States,1/2/09 15:25,2/5/09 10:18,40.95583,-73.93167
1/25/09 8:50,Product1,1200,Mastercard,Shane,Zurich,Zurich,Switzerland,1/24/09 12:23,2/5/09 11:07,47.3666667,8.55
1/14/09 8:16,Product2,3600,Amex,Ruth,Saskatoon,Saskatchewan,Canada,8/9/08 12:51,2/5/09 11:24,52.1333333,-106.6666667
1/27/09 11:21,Product1,1200,Mastercard,Cleo,Pacific Palisades           ,CA,United States,1/27/09 10:38,2/5/09 12:38,34.04806,-118.52556
1/8/09 10:13,Product1,1200,Diners,Benoit,Fort Saint James,British Columbia,Canada,1/7/09 16:01,2/5/09 14:03,54.4333333,-124.25
