episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
60.0,9.0,21.825136612021858,21.825136612021858,183,4000,False,4000,183,1,9b5a42c78b574ae3bcd03f72d8a3c1cb,2021-09-14_14-11-11,1631628671,14.143441915512085,14.143441915512085,176,9cb08b4f271c45348e93f2e84b446288000001,10.0.0.5,14.143441915512085,4000,1,1,00000,0,"[12.0, 25.0, 25.0, 12.0, 14.0, 18.0, 11.0, 29.0, 19.0, 17.0, 11.0, 16.0, 17.0, 25.0, 45.0, 28.0, 28.0, 25.0, 49.0, 26.0, 30.0, 33.0, 21.0, 16.0, 24.0, 14.0, 42.0, 19.0, 22.0, 20.0, 44.0, 15.0, 14.0, 16.0, 55.0, 20.0, 20.0, 11.0, 13.0, 21.0, 22.0, 11.0, 14.0, 20.0, 25.0, 15.0, 23.0, 13.0, 13.0, 29.0, 11.0, 16.0, 36.0, 11.0, 28.0, 20.0, 13.0, 17.0, 15.0, 22.0, 27.0, 11.0, 20.0, 24.0, 14.0, 33.0, 24.0, 38.0, 20.0, 24.0, 14.0, 21.0, 19.0, 10.0, 22.0, 14.0, 36.0, 30.0, 18.0, 10.0, 34.0, 16.0, 53.0, 20.0, 28.0, 40.0, 17.0, 38.0, 17.0, 20.0, 24.0, 14.0, 28.0, 16.0, 12.0, 25.0, 15.0, 20.0, 16.0, 18.0, 14.0, 10.0, 17.0, 19.0, 17.0, 16.0, 16.0, 18.0, 19.0, 31.0, 32.0, 16.0, 26.0, 35.0, 30.0, 14.0, 9.0, 15.0, 18.0, 14.0, 14.0, 14.0, 19.0, 37.0, 31.0, 24.0, 38.0, 45.0, 24.0, 15.0, 24.0, 52.0, 32.0, 11.0, 23.0, 16.0, 50.0, 20.0, 14.0, 19.0, 12.0, 15.0, 13.0, 15.0, 17.0, 18.0, 20.0, 13.0, 20.0, 23.0, 28.0, 15.0, 18.0, 24.0, 17.0, 11.0, 23.0, 12.0, 16.0, 24.0, 23.0, 13.0, 26.0, 37.0, 17.0, 60.0, 20.0, 13.0, 20.0, 9.0, 15.0, 16.0, 58.0, 17.0, 12.0, 13.0, 16.0, 22.0, 14.0, 38.0, 40.0, 12.0, 25.0]","[12, 25, 25, 12, 14, 18, 11, 29, 19, 17, 11, 16, 17, 25, 45, 28, 28, 25, 49, 26, 30, 33, 21, 16, 24, 14, 42, 19, 22, 20, 44, 15, 14, 16, 55, 20, 20, 11, 13, 21, 22, 11, 14, 20, 25, 15, 23, 13, 13, 29, 11, 16, 36, 11, 28, 20, 13, 17, 15, 22, 27, 11, 20, 24, 14, 33, 24, 38, 20, 24, 14, 21, 19, 10, 22, 14, 36, 30, 18, 10, 34, 16, 53, 20, 28, 40, 17, 38, 17, 20, 24, 14, 28, 16, 12, 25, 15, 20, 16, 18, 14, 10, 17, 19, 17, 16, 16, 18, 19, 31, 32, 16, 26, 35, 30, 14, 9, 15, 18, 14, 14, 14, 19, 37, 31, 24, 38, 45, 24, 15, 24, 52, 32, 11, 23, 16, 50, 20, 14, 19, 12, 15, 13, 15, 17, 18, 20, 13, 20, 23, 28, 15, 18, 24, 17, 11, 23, 12, 16, 24, 23, 13, 26, 37, 17, 60, 20, 13, 20, 9, 15, 16, 58, 17, 12, 13, 16, 22, 14, 38, 40, 12, 25]",0.5280238573207344,0.24179654310894325,0.9293059234886102,3968,4000,8279.163,71.547,5129.959,598.212,70.82499999999999,34.125,0.20000000298023224,4.999999873689376e-05,73.54267,-0.03941452,73.57578,0.0038398774,0.031511836,0.6625045,0.0
169.0,9.0,45.52,45.52,75,4000,False,8000,258,2,9b5a42c78b574ae3bcd03f72d8a3c1cb,2021-09-14_14-11-22,1631628682,10.856606006622314,25.0000479221344,176,9cb08b4f271c45348e93f2e84b446288000001,10.0.0.5,25.0000479221344,8000,2,1,00000,0,"[17.0, 59.0, 30.0, 169.0, 32.0, 19.0, 54.0, 24.0, 98.0, 151.0, 16.0, 108.0, 28.0, 95.0, 38.0, 52.0, 31.0, 47.0, 17.0, 106.0, 35.0, 15.0, 44.0, 63.0, 52.0, 148.0, 38.0, 25.0, 13.0, 63.0, 89.0, 29.0, 47.0, 18.0, 47.0, 95.0, 47.0, 27.0, 21.0, 85.0, 19.0, 28.0, 18.0, 45.0, 41.0, 20.0, 19.0, 29.0, 66.0, 28.0, 46.0, 94.0, 96.0, 85.0, 70.0, 42.0, 83.0, 104.0, 37.0, 58.0, 58.0, 60.0, 17.0, 40.0, 16.0, 59.0, 16.0, 42.0, 35.0, 38.0, 113.0, 44.0, 128.0, 33.0, 57.0, 16.0, 24.0, 23.0, 13.0, 26.0, 37.0, 17.0, 60.0, 20.0, 13.0, 20.0, 9.0, 15.0, 16.0, 58.0, 17.0, 12.0, 13.0, 16.0, 22.0, 14.0, 38.0, 40.0, 12.0, 25.0]","[17, 59, 30, 169, 32, 19, 54, 24, 98, 151, 16, 108, 28, 95, 38, 52, 31, 47, 17, 106, 35, 15, 44, 63, 52, 148, 38, 25, 13, 63, 89, 29, 47, 18, 47, 95, 47, 27, 21, 85, 19, 28, 18, 45, 41, 20, 19, 29, 66, 28, 46, 94, 96, 85, 70, 42, 83, 104, 37, 58, 58, 60, 17, 40, 16, 59, 16, 42, 35, 38, 113, 44, 128, 33, 57, 16, 24, 23, 13, 26, 37, 17, 60, 20, 13, 20, 9, 15, 16, 58, 17, 12, 13, 16, 22, 14, 38, 40, 12, 25]",0.37610325471967754,0.21659006218266008,0.9137815795653366,7936,8000,6548.293,37.112,5572.875,303.585,74.20000000000002,34.58666666666668,0.30000001192092896,4.999999873689376e-05,404.50452,-0.020569833,404.51984,0.055653896,0.017350176,0.6094115,0.0
200.0,13.0,69.83,69.83,40,4000,False,12000,298,3,9b5a42c78b574ae3bcd03f72d8a3c1cb,2021-09-14_14-11-34,1631628694,11.354980945587158,36.35502886772156,176,9cb08b4f271c45348e93f2e84b446288000001,10.0.0.5,36.35502886772156,12000,3,1,00000,0,"[158.0, 122.0, 73.0, 23.0, 126.0, 139.0, 200.0, 57.0, 113.0, 123.0, 146.0, 187.0, 181.0, 26.0, 22.0, 15.0, 57.0, 164.0, 28.0, 68.0, 99.0, 26.0, 51.0, 28.0, 200.0, 112.0, 200.0, 188.0, 51.0, 133.0, 155.0, 54.0, 138.0, 17.0, 27.0, 111.0, 55.0, 47.0, 67.0, 158.0, 52.0, 31.0, 47.0, 17.0, 106.0, 35.0, 15.0, 44.0, 63.0, 52.0, 148.0, 38.0, 25.0, 13.0, 63.0, 89.0, 29.0, 47.0, 18.0, 47.0, 95.0, 47.0, 27.0, 21.0, 85.0, 19.0, 28.0, 18.0, 45.0, 41.0, 20.0, 19.0, 29.0, 66.0, 28.0, 46.0, 94.0, 96.0, 85.0, 70.0, 42.0, 83.0, 104.0, 37.0, 58.0, 58.0, 60.0, 17.0, 40.0, 16.0, 59.0, 16.0, 42.0, 35.0, 38.0, 113.0, 44.0, 128.0, 33.0, 57.0]","[158, 122, 73, 23, 126, 139, 200, 57, 113, 123, 146, 187, 181, 26, 22, 15, 57, 164, 28, 68, 99, 26, 51, 28, 200, 112, 200, 188, 51, 133, 155, 54, 138, 17, 27, 111, 55, 47, 67, 158, 52, 31, 47, 17, 106, 35, 15, 44, 63, 52, 148, 38, 25, 13, 63, 89, 29, 47, 18, 47, 95, 47, 27, 21, 85, 19, 28, 18, 45, 41, 20, 19, 29, 66, 28, 46, 94, 96, 85, 70, 42, 83, 104, 37, 58, 58, 60, 17, 40, 16, 59, 16, 42, 35, 38, 113, 44, 128, 33, 57]",0.2952184426150457,0.20435141180060715,0.9236199769397127,11904,12000,6128.514,25.717,5729.966,204.977,75.4,34.88125,0.30000001192092896,4.999999873689376e-05,543.825,-0.015711643,543.8373,0.16356513,0.011533905,0.5728192,0.0
200.0,15.0,96.14,96.14,27,4000,False,16000,325,4,9b5a42c78b574ae3bcd03f72d8a3c1cb,2021-09-14_14-11-44,1631628704,9.794407606124878,46.149436473846436,176,9cb08b4f271c45348e93f2e84b446288000001,10.0.0.5,46.149436473846436,16000,4,1,00000,0,"[176.0, 193.0, 200.0, 154.0, 149.0, 49.0, 200.0, 143.0, 200.0, 69.0, 156.0, 25.0, 167.0, 28.0, 184.0, 154.0, 200.0, 200.0, 200.0, 200.0, 155.0, 76.0, 115.0, 61.0, 200.0, 136.0, 142.0, 18.0, 45.0, 41.0, 20.0, 19.0, 29.0, 66.0, 28.0, 46.0, 94.0, 96.0, 85.0, 70.0, 42.0, 83.0, 104.0, 37.0, 58.0, 58.0, 60.0, 17.0, 40.0, 16.0, 59.0, 16.0, 42.0, 35.0, 38.0, 113.0, 44.0, 128.0, 33.0, 57.0, 158.0, 122.0, 73.0, 23.0, 126.0, 139.0, 200.0, 57.0, 113.0, 123.0, 146.0, 187.0, 181.0, 26.0, 22.0, 15.0, 57.0, 164.0, 28.0, 68.0, 99.0, 26.0, 51.0, 28.0, 200.0, 112.0, 200.0, 188.0, 51.0, 133.0, 155.0, 54.0, 138.0, 17.0, 27.0, 111.0, 55.0, 47.0, 67.0, 158.0]","[176, 193, 200, 154, 149, 49, 200, 143, 200, 69, 156, 25, 167, 28, 184, 154, 200, 200, 200, 200, 155, 76, 115, 61, 200, 136, 142, 18, 45, 41, 20, 19, 29, 66, 28, 46, 94, 96, 85, 70, 42, 83, 104, 37, 58, 58, 60, 17, 40, 16, 59, 16, 42, 35, 38, 113, 44, 128, 33, 57, 158, 122, 73, 23, 126, 139, 200, 57, 113, 123, 146, 187, 181, 26, 22, 15, 57, 164, 28, 68, 99, 26, 51, 28, 200, 112, 200, 188, 51, 133, 155, 54, 138, 17, 27, 111, 55, 47, 67, 158]",0.26390049781341823,0.1989154068812207,0.9327929365440282,15872,16000,5791.455,20.008,5546.022,156.298,74.22307692307693,35.10000000000001,0.30000001192092896,4.999999873689376e-05,472.14627,-0.0068266545,472.15222,0.24559142,0.0028998978,0.55868685,0.0
200.0,15.0,123.37,123.37,24,4000,False,20000,349,5,9b5a42c78b574ae3bcd03f72d8a3c1cb,2021-09-14_14-11-55,1631628715,10.826490879058838,56.97592735290527,176,9cb08b4f271c45348e93f2e84b446288000001,10.0.0.5,56.97592735290527,20000,5,1,00000,0,"[179.0, 200.0, 200.0, 189.0, 177.0, 73.0, 200.0, 200.0, 98.0, 161.0, 200.0, 200.0, 200.0, 200.0, 173.0, 17.0, 182.0, 200.0, 175.0, 177.0, 133.0, 149.0, 166.0, 105.0, 16.0, 42.0, 35.0, 38.0, 113.0, 44.0, 128.0, 33.0, 57.0, 158.0, 122.0, 73.0, 23.0, 126.0, 139.0, 200.0, 57.0, 113.0, 123.0, 146.0, 187.0, 181.0, 26.0, 22.0, 15.0, 57.0, 164.0, 28.0, 68.0, 99.0, 26.0, 51.0, 28.0, 200.0, 112.0, 200.0, 188.0, 51.0, 133.0, 155.0, 54.0, 138.0, 17.0, 27.0, 111.0, 55.0, 47.0, 67.0, 158.0, 176.0, 193.0, 200.0, 154.0, 149.0, 49.0, 200.0, 143.0, 200.0, 69.0, 156.0, 25.0, 167.0, 28.0, 184.0, 154.0, 200.0, 200.0, 200.0, 200.0, 155.0, 76.0, 115.0, 61.0, 200.0, 136.0, 142.0]","[179, 200, 200, 189, 177, 73, 200, 200, 98, 161, 200, 200, 200, 200, 173, 17, 182, 200, 175, 177, 133, 149, 166, 105, 16, 42, 35, 38, 113, 44, 128, 33, 57, 158, 122, 73, 23, 126, 139, 200, 57, 113, 123, 146, 187, 181, 26, 22, 15, 57, 164, 28, 68, 99, 26, 51, 28, 200, 112, 200, 188, 51, 133, 155, 54, 138, 17, 27, 111, 55, 47, 67, 158, 176, 193, 200, 154, 149, 49, 200, 143, 200, 69, 156, 25, 167, 28, 184, 154, 200, 200, 200, 200, 155, 76, 115, 61, 200, 136, 142]",0.24484333605649383,0.193110449264448,0.9390421580977261,19840,20000,5822.118,16.544,5409.977,126.246,73.14666666666666,35.12666666666668,0.15000000596046448,4.999999873689376e-05,350.26645,-0.0048059435,350.2705,0.38017404,0.005221471,0.5282256,0.0
200.0,15.0,143.7,143.7,22,4000,False,24000,371,6,9b5a42c78b574ae3bcd03f72d8a3c1cb,2021-09-14_14-12-04,1631628724,9.37629747390747,66.35222482681274,176,9cb08b4f271c45348e93f2e84b446288000001,10.0.0.5,66.35222482681274,24000,6,1,00000,0,"[200.0, 195.0, 200.0, 200.0, 200.0, 195.0, 200.0, 184.0, 200.0, 194.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 188.0, 31.0, 200.0, 200.0, 26.0, 22.0, 15.0, 57.0, 164.0, 28.0, 68.0, 99.0, 26.0, 51.0, 28.0, 200.0, 112.0, 200.0, 188.0, 51.0, 133.0, 155.0, 54.0, 138.0, 17.0, 27.0, 111.0, 55.0, 47.0, 67.0, 158.0, 176.0, 193.0, 200.0, 154.0, 149.0, 49.0, 200.0, 143.0, 200.0, 69.0, 156.0, 25.0, 167.0, 28.0, 184.0, 154.0, 200.0, 200.0, 200.0, 200.0, 155.0, 76.0, 115.0, 61.0, 200.0, 136.0, 142.0, 179.0, 200.0, 200.0, 189.0, 177.0, 73.0, 200.0, 200.0, 98.0, 161.0, 200.0, 200.0, 200.0, 200.0, 173.0, 17.0, 182.0, 200.0, 175.0, 177.0, 133.0, 149.0, 166.0, 105.0]","[200, 195, 200, 200, 200, 195, 200, 184, 200, 194, 200, 200, 200, 200, 200, 200, 200, 200, 188, 31, 200, 200, 26, 22, 15, 57, 164, 28, 68, 99, 26, 51, 28, 200, 112, 200, 188, 51, 133, 155, 54, 138, 17, 27, 111, 55, 47, 67, 158, 176, 193, 200, 154, 149, 49, 200, 143, 200, 69, 156, 25, 167, 28, 184, 154, 200, 200, 200, 200, 155, 76, 115, 61, 200, 136, 142, 179, 200, 200, 189, 177, 73, 200, 200, 98, 161, 200, 200, 200, 200, 173, 17, 182, 200, 175, 177, 133, 149, 166, 105]",0.23125304255093823,0.1876240969673895,0.9375664255381372,23808,24000,5599.002,14.448,5320.357,106.695,74.59230769230768,35.24615384615385,0.15000000596046448,4.999999873689376e-05,259.39508,-0.00093812327,259.39572,0.50357085,0.0022634023,0.53844315,0.0
200.0,17.0,163.87,163.87,20,4000,False,28000,391,7,9b5a42c78b574ae3bcd03f72d8a3c1cb,2021-09-14_14-12-13,1631628733,9.453584432601929,75.80580925941467,176,9cb08b4f271c45348e93f2e84b446288000001,10.0.0.5,75.80580925941467,28000,7,1,00000,0,"[200.0, 200.0, 152.0, 200.0, 200.0, 200.0, 200.0, 142.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 138.0, 200.0, 200.0, 200.0, 17.0, 27.0, 111.0, 55.0, 47.0, 67.0, 158.0, 176.0, 193.0, 200.0, 154.0, 149.0, 49.0, 200.0, 143.0, 200.0, 69.0, 156.0, 25.0, 167.0, 28.0, 184.0, 154.0, 200.0, 200.0, 200.0, 200.0, 155.0, 76.0, 115.0, 61.0, 200.0, 136.0, 142.0, 179.0, 200.0, 200.0, 189.0, 177.0, 73.0, 200.0, 200.0, 98.0, 161.0, 200.0, 200.0, 200.0, 200.0, 173.0, 17.0, 182.0, 200.0, 175.0, 177.0, 133.0, 149.0, 166.0, 105.0, 200.0, 195.0, 200.0, 200.0, 200.0, 195.0, 200.0, 184.0, 200.0, 194.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 188.0, 31.0, 200.0, 200.0]","[200, 200, 152, 200, 200, 200, 200, 142, 200, 200, 200, 200, 200, 200, 200, 200, 138, 200, 200, 200, 17, 27, 111, 55, 47, 67, 158, 176, 193, 200, 154, 149, 49, 200, 143, 200, 69, 156, 25, 167, 28, 184, 154, 200, 200, 200, 200, 155, 76, 115, 61, 200, 136, 142, 179, 200, 200, 189, 177, 73, 200, 200, 98, 161, 200, 200, 200, 200, 173, 17, 182, 200, 175, 177, 133, 149, 166, 105, 200, 195, 200, 200, 200, 195, 200, 184, 200, 194, 200, 200, 200, 200, 200, 200, 200, 200, 188, 31, 200, 200]",0.22130327427921295,0.18267010038732046,0.9318323748930701,27776,28000,5447.256,12.753,5260.869,92.016,74.28461538461539,35.300000000000004,0.07500000298023224,4.999999873689376e-05,273.86246,-0.00639452,273.86786,0.51166373,0.013523119,0.52957445,0.0
200.0,17.0,180.24,180.24,20,4000,False,32000,411,8,9b5a42c78b574ae3bcd03f72d8a3c1cb,2021-09-14_14-12-25,1631628745,11.010136127471924,86.8159453868866,176,9cb08b4f271c45348e93f2e84b446288000001,10.0.0.5,86.8159453868866,32000,8,1,00000,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 28.0, 184.0, 154.0, 200.0, 200.0, 200.0, 200.0, 155.0, 76.0, 115.0, 61.0, 200.0, 136.0, 142.0, 179.0, 200.0, 200.0, 189.0, 177.0, 73.0, 200.0, 200.0, 98.0, 161.0, 200.0, 200.0, 200.0, 200.0, 173.0, 17.0, 182.0, 200.0, 175.0, 177.0, 133.0, 149.0, 166.0, 105.0, 200.0, 195.0, 200.0, 200.0, 200.0, 195.0, 200.0, 184.0, 200.0, 194.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 188.0, 31.0, 200.0, 200.0, 200.0, 200.0, 152.0, 200.0, 200.0, 200.0, 200.0, 142.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 138.0, 200.0, 200.0, 200.0]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 28, 184, 154, 200, 200, 200, 200, 155, 76, 115, 61, 200, 136, 142, 179, 200, 200, 189, 177, 73, 200, 200, 98, 161, 200, 200, 200, 200, 173, 17, 182, 200, 175, 177, 133, 149, 166, 105, 200, 195, 200, 200, 200, 195, 200, 184, 200, 194, 200, 200, 200, 200, 200, 200, 200, 200, 188, 31, 200, 200, 200, 200, 152, 200, 200, 200, 200, 142, 200, 200, 200, 200, 200, 200, 200, 200, 138, 200, 200, 200]",0.2138465262875382,0.17866084353991918,0.9265866116794235,31744,32000,5359.639,11.574,5384.37,81.193,75.78125,35.3,0.07500000298023224,4.999999873689376e-05,300.04562,-0.003915929,300.0491,0.5167835,0.006054302,0.5373936,0.0
200.0,17.0,188.68,188.68,21,4000,False,36000,432,9,9b5a42c78b574ae3bcd03f72d8a3c1cb,2021-09-14_14-12-35,1631628755,10.773984909057617,97.58993029594421,176,9cb08b4f271c45348e93f2e84b446288000001,10.0.0.5,97.58993029594421,36000,9,1,00000,0,"[200.0, 200.0, 200.0, 113.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 98.0, 161.0, 200.0, 200.0, 200.0, 200.0, 173.0, 17.0, 182.0, 200.0, 175.0, 177.0, 133.0, 149.0, 166.0, 105.0, 200.0, 195.0, 200.0, 200.0, 200.0, 195.0, 200.0, 184.0, 200.0, 194.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 188.0, 31.0, 200.0, 200.0, 200.0, 200.0, 152.0, 200.0, 200.0, 200.0, 200.0, 142.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 138.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]","[200, 200, 200, 113, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 98, 161, 200, 200, 200, 200, 173, 17, 182, 200, 175, 177, 133, 149, 166, 105, 200, 195, 200, 200, 200, 195, 200, 184, 200, 194, 200, 200, 200, 200, 200, 200, 200, 200, 188, 31, 200, 200, 200, 200, 152, 200, 200, 200, 200, 142, 200, 200, 200, 200, 200, 200, 200, 200, 138, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.20432739902230707,0.17540743780110657,0.9238431032332197,35712,36000,5336.644,10.575,5408.756,72.988,74.01428571428572,35.47857142857143,0.07500000298023224,4.999999873689376e-05,471.70862,-0.0060872748,471.71408,0.31141126,0.006661745,0.48656932,0.0
200.0,31.0,195.37,195.37,20,4000,False,40000,452,10,9b5a42c78b574ae3bcd03f72d8a3c1cb,2021-09-14_14-12-45,1631628765,9.593265771865845,107.18319606781006,176,9cb08b4f271c45348e93f2e84b446288000001,10.0.0.5,107.18319606781006,40000,10,1,00000,0,"[200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 195.0, 200.0, 184.0, 200.0, 194.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 188.0, 31.0, 200.0, 200.0, 200.0, 200.0, 152.0, 200.0, 200.0, 200.0, 200.0, 142.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 138.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 113.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0]","[200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 195, 200, 184, 200, 194, 200, 200, 200, 200, 200, 200, 200, 200, 188, 31, 200, 200, 200, 200, 152, 200, 200, 200, 200, 142, 200, 200, 200, 200, 200, 200, 200, 200, 138, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 113, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200]",0.18940413447027324,0.17264424827424718,0.9218746931883122,39680,40000,5262.795,9.757,5365.648,66.542,74.92142857142858,35.5,0.07500000298023224,4.999999873689376e-05,386.99692,-0.00072442356,386.9974,0.33241194,0.0029824201,0.50318855,0.0
