timeStamp,demand,precip,temp
2012-01-01 00:00:00,4937.5,0.0,46.13
2012-01-01 01:00:00,4752.1,0.0,45.89
2012-01-01 02:00:00,4542.6,0.0,45.04
2012-01-01 03:00:00,4357.7,0.0,45.03
2012-01-01 04:00:00,4275.5,0.0,42.61
2012-01-01 05:00:00,4274.7,0.0,39.02
2012-01-01 06:00:00,4324.9,0.0,38.78
2012-01-01 07:00:00,4350.0,0.0,42.74
2012-01-01 08:00:00,4480.9,0.0,38.9
2012-01-01 09:00:00,4664.2,0.0,44.67
2012-01-01 10:00:00,4847.5,0.0,47.43
2012-01-01 11:00:00,4981.9,0.0,49.49
2012-01-01 12:00:00,5081.0,0.0,50.77
2012-01-01 13:00:00,5137.2,0.0,50.57
2012-01-01 14:00:00,5142.6,0.0,49.94
2012-01-01 15:00:00,5165.1,0.0,49.85
2012-01-01 16:00:00,5351.1,0.0,47.39
2012-01-01 17:00:00,5664.0,0.0,48.83
2012-01-01 18:00:00,5699.9,0.0,48.92
2012-01-01 19:00:00,5624.6,0.0101,48.74
2012-01-01 20:00:00,5555.4,0.0022,48.98
2012-01-01 21:00:00,5463.0,0.0463,49.19
2012-01-01 22:00:00,5269.7,0.0011,47.61
2012-01-01 23:00:00,4972.9,0.0,49.72
2012-01-02 00:00:00,4677.0,0.0,49.78
2012-01-02 01:00:00,4449.6,0.0,48.97
2012-01-02 02:00:00,4284.1,0.0,47.12
2012-01-02 03:00:00,4197.9,0.0,44.95
2012-01-02 04:00:00,4183.5,0.0,47.15
2012-01-02 05:00:00,4304.3,0.0,42.04
2012-01-02 06:00:00,4533.3,0.0,39.47
2012-01-02 07:00:00,4748.3,0.0,38.23
2012-01-02 08:00:00,5000.6,0.0,36.83
2012-01-02 09:00:00,5271.3,0.0,37.25
2012-01-02 10:00:00,5489.8,0.0,43.07
2012-01-02 11:00:00,5614.2,0.0,38.25
2012-01-02 12:00:00,5679.6,0.0,39.93
2012-01-02 13:00:00,5682.8,0.0,40.93
2012-01-02 14:00:00,5704.3,0.0,40.84
2012-01-02 15:00:00,5765.8,0.0,39.67
2012-01-02 16:00:00,5966.2,0.0,40.57
2012-01-02 17:00:00,6315.0,0.0,38.23
2012-01-02 18:00:00,6321.2,0.0,38.04
2012-01-02 19:00:00,6250.2,0.0,37.23
2012-01-02 20:00:00,6089.3,0.0,36.32
2012-01-02 21:00:00,5914.4,0.0,35.57
2012-01-02 22:00:00,5610.8,0.0,37.91
2012-01-02 23:00:00,5217.4,0.0,33.57
2012-01-03 00:00:00,4859.0,0.0,33.14
2012-01-03 01:00:00,4627.0,0.0,32.31
2012-01-03 02:00:00,4488.7,0.0,32.04
2012-01-03 03:00:00,4428.5,0.0,31.31
2012-01-03 04:00:00,4477.8,0.0,32.58
2012-01-03 05:00:00,4736.1,0.0,30.4
2012-01-03 06:00:00,5321.2,0.0,29.14
2012-01-03 07:00:00,5921.2,0.0,28.4
2012-01-03 08:00:00,6284.9,0.0,27.57
2012-01-03 09:00:00,6536.4,0.0,26.66
2012-01-03 10:00:00,6652.0,0.0,31.09
2012-01-03 11:00:00,6737.5,0.0,26.43
2012-01-03 12:00:00,6768.4,0.0,25.58
2012-01-03 13:00:00,6784.3,0.0,26.43
2012-01-03 14:00:00,6796.6,0.0,25.75
2012-01-03 15:00:00,6865.3,0.0,26.0
2012-01-03 16:00:00,7039.5,0.0,27.36
2012-01-03 17:00:00,7322.8,0.0,24.23
2012-01-03 18:00:00,7190.4,0.0,23.4
2012-01-03 19:00:00,7053.3,0.0,22.4
2012-01-03 20:00:00,6853.1,0.0,20.64
2012-01-03 21:00:00,6586.0,0.0,19.47
2012-01-03 22:00:00,6208.5,0.0,21.34
2012-01-03 23:00:00,5753.8,0.0,16.47
2012-01-04 00:00:00,5327.5,0.0,15.57
2012-01-04 01:00:00,5093.2,0.0,15.14
2012-01-04 02:00:00,4945.0,0.0,14.37
2012-01-04 03:00:00,4888.0,0.0,13.4
2012-01-04 04:00:00,4919.0,0.0,16.27
2012-01-04 05:00:00,5153.2,0.0,13.47
2012-01-04 06:00:00,5702.5,0.0,13.4
2012-01-04 07:00:00,6266.3,0.0,13.5
2012-01-04 08:00:00,6592.6,0.0,13.73
2012-01-04 09:00:00,6900.3,0.0,14.73
2012-01-04 10:00:00,6990.6,0.0,18.81
2012-01-04 11:00:00,7017.9,0.0,19.27
2012-01-04 12:00:00,7019.4,0.0,21.19
2012-01-04 13:00:00,7008.2,0.0,22.62
2012-01-04 14:00:00,6962.6,0.0,24.93
2012-01-04 15:00:00,7027.4,0.0,25.93
2012-01-04 16:00:00,7227.5,0.0,24.68
2012-01-04 17:00:00,7417.1,0.0,25.59
2012-01-04 18:00:00,7275.3,0.0,26.35
2012-01-04 19:00:00,7083.2,0.0,27.16
2012-01-04 20:00:00,6876.0,0.0,27.4
2012-01-04 21:00:00,6568.1,0.0,27.47
2012-01-04 22:00:00,6155.4,0.0,31.83
2012-01-04 23:00:00,5654.1,0.0,27.23
2012-01-05 00:00:00,5227.6,0.0,27.4
2012-01-05 01:00:00,4951.9,0.0,27.31
2012-01-05 02:00:00,4785.8,0.0,28.07
2012-01-05 03:00:00,4716.0,0.0,28.34
2012-01-05 04:00:00,4739.7,0.0,30.77
2012-01-05 05:00:00,4990.8,0.0,28.4
2012-01-05 06:00:00,5537.5,0.0,29.16
2012-01-05 07:00:00,6152.0,0.0,29.16
2012-01-05 08:00:00,6480.2,0.0,29.49
2012-01-05 09:00:00,6702.3,0.0,30.16
2012-01-05 10:00:00,6799.2,0.0,33.05
2012-01-05 11:00:00,6786.2,0.0,33.25
2012-01-05 12:00:00,6761.4,0.0,36.19
2012-01-05 13:00:00,6759.2,0.0,38.11
2012-01-05 14:00:00,6741.8,0.0,39.02
2012-01-05 15:00:00,6755.1,0.0,39.16
2012-01-05 16:00:00,6951.0,0.0,38.02
2012-01-05 17:00:00,7188.0,0.0,38.23
2012-01-05 18:00:00,6989.7,0.0,38.16
2012-01-05 19:00:00,6808.6,0.0,37.49
2012-01-05 20:00:00,6583.3,0.0,37.98
2012-01-05 21:00:00,6304.3,0.0,37.31
2012-01-05 22:00:00,5944.7,0.0,35.71
2012-01-05 23:00:00,5469.6,0.0,35.92
2012-01-06 00:00:00,5037.0,0.0,34.94
2012-01-06 01:00:00,4765.6,0.0,36.19
2012-01-06 02:00:00,4599.0,0.0,36.57
2012-01-06 03:00:00,4528.8,0.0,36.8
2012-01-06 04:00:00,4552.8,0.0,33.66
2012-01-06 05:00:00,4790.7,0.0,36.35
2012-01-06 06:00:00,5367.3,0.0,36.59
2012-01-06 07:00:00,5922.9,0.0,38.0
2012-01-06 08:00:00,6238.2,0.0,39.17
2012-01-06 09:00:00,6451.5,0.0,38.83
2012-01-06 10:00:00,6527.2,0.0,39.61
2012-01-06 11:00:00,6544.1,0.0,42.12
2012-01-06 12:00:00,6526.5,0.0,45.05
2012-01-06 13:00:00,6496.2,0.0,47.5
2012-01-06 14:00:00,6462.0,0.0,51.1
2012-01-06 15:00:00,6500.9,0.0,51.94
2012-01-06 16:00:00,6651.4,0.0,49.26
2012-01-06 17:00:00,6835.0,0.0,50.15
2012-01-06 18:00:00,6628.1,0.0,50.64
2012-01-06 19:00:00,6412.9,0.0,50.84
2012-01-06 20:00:00,6169.0,0.0,51.01
2012-01-06 21:00:00,5937.7,0.0,50.16
2012-01-06 22:00:00,5628.3,0.0,46.58
2012-01-06 23:00:00,5247.8,0.0,48.56
2012-01-07 00:00:00,4873.9,0.0,49.24
2012-01-07 01:00:00,4613.0,0.0,48.4
2012-01-07 02:00:00,4439.0,0.0,48.3
2012-01-07 03:00:00,4349.0,0.0,46.79
2012-01-07 04:00:00,4314.7,0.0,42.92
2012-01-07 05:00:00,4385.0,0.0,44.81
2012-01-07 06:00:00,4564.1,0.0,44.94
2012-01-07 07:00:00,4749.1,0.0,45.42
2012-01-07 08:00:00,5022.5,0.0,45.42
2012-01-07 09:00:00,5269.0,0.0,48.05
2012-01-07 10:00:00,5459.2,0.0,50.23
2012-01-07 11:00:00,5539.3,0.0,53.49
2012-01-07 12:00:00,5550.0,0.0,56.83
2012-01-07 13:00:00,5514.5,0.0,58.6
2012-01-07 14:00:00,5475.7,0.0,59.66
2012-01-07 15:00:00,5467.2,0.0,61.32
2012-01-07 16:00:00,5580.5,0.0,53.05
2012-01-07 17:00:00,5864.9,0.0,58.81
2012-01-07 18:00:00,5894.3,0.0,57.75
2012-01-07 19:00:00,5799.5,0.0,56.66
2012-01-07 20:00:00,5657.1,0.0,54.41
2012-01-07 21:00:00,5513.0,0.0,53.75
2012-01-07 22:00:00,5315.5,0.0,49.09
2012-01-07 23:00:00,5048.6,0.0,48.01
2012-01-08 00:00:00,4750.4,0.0,46.75
2012-01-08 01:00:00,4507.7,0.0,45.08
2012-01-08 02:00:00,4333.3,0.0,44.38
2012-01-08 03:00:00,4231.0,0.0,43.7
2012-01-08 04:00:00,4193.4,0.0,42.07
2012-01-08 05:00:00,4243.6,0.0,42.89
2012-01-08 06:00:00,4366.1,0.0,41.96
2012-01-08 07:00:00,4483.6,0.0,40.95
2012-01-08 08:00:00,4710.1,0.0,40.85
2012-01-08 09:00:00,4988.2,0.0,42.33
2012-01-08 10:00:00,5198.5,0.0,43.22
2012-01-08 11:00:00,5318.4,0.0,43.18
2012-01-08 12:00:00,5387.2,0.0,44.0
2012-01-08 13:00:00,5431.3,0.0,43.28
2012-01-08 14:00:00,5456.0,0.0,43.1
2012-01-08 15:00:00,5504.0,0.0,43.03
2012-01-08 16:00:00,5659.5,0.0,42.1
2012-01-08 17:00:00,5974.2,0.0,41.17
2012-01-08 18:00:00,6036.4,0.0,39.5
2012-01-08 19:00:00,5989.3,0.0,38.5
2012-01-08 20:00:00,5878.9,0.0,37.23
2012-01-08 21:00:00,5718.9,0.0,36.17
2012-01-08 22:00:00,5444.8,0.0,35.72
2012-01-08 23:00:00,5088.2,0.0,34.05
2012-01-09 00:00:00,4778.0,0.0,33.22
2012-01-09 01:00:00,4569.1,0.0,32.22
2012-01-09 02:00:00,4443.1,0.0,32.07
2012-01-09 03:00:00,4388.1,0.0,31.5
2012-01-09 04:00:00,4434.9,0.0,32.55
2012-01-09 05:00:00,4703.0,0.0,31.98
2012-01-09 06:00:00,5301.4,0.0,31.91
2012-01-09 07:00:00,5900.3,0.0,32.01
2012-01-09 08:00:00,6245.0,0.0,31.74
2012-01-09 09:00:00,6476.7,0.0,33.5
2012-01-09 10:00:00,6569.1,0.0,34.31
2012-01-09 11:00:00,6589.0,0.0,35.0
2012-01-09 12:00:00,6580.8,0.0,37.58
2012-01-09 13:00:00,6568.2,0.0,39.31
2012-01-09 14:00:00,6539.3,0.0,40.14
2012-01-09 15:00:00,6563.6,0.0,39.84
2012-01-09 16:00:00,6727.1,0.0,36.65
2012-01-09 17:00:00,6994.9,0.0,37.43
2012-01-09 18:00:00,6819.9,0.0,37.11
2012-01-09 19:00:00,6636.1,0.0,37.68
2012-01-09 20:00:00,6419.0,0.0,37.85
2012-01-09 21:00:00,6125.5,0.0,38.07
2012-01-09 22:00:00,5741.9,0.0,37.5
2012-01-09 23:00:00,5265.7,0.0,37.47
2012-01-10 00:00:00,4856.8,0.0,37.23
2012-01-10 01:00:00,4611.8,0.0,37.31
2012-01-10 02:00:00,4470.0,0.0,37.14
2012-01-10 03:00:00,4414.1,0.0,36.31
2012-01-10 04:00:00,4450.1,0.0,38.65
2012-01-10 05:00:00,4716.0,0.0,34.96
2012-01-10 06:00:00,5317.1,0.0,34.77
2012-01-10 07:00:00,5901.4,0.0,34.21
2012-01-10 08:00:00,6242.3,0.0,34.3
2012-01-10 09:00:00,6436.9,0.0,35.39
2012-01-10 10:00:00,6516.5,0.0,40.63
2012-01-10 11:00:00,6537.0,0.0,40.35
2012-01-10 12:00:00,6522.6,0.0,43.11
2012-01-10 13:00:00,6516.0,0.0,45.59
2012-01-10 14:00:00,6510.4,0.0,46.57
2012-01-10 15:00:00,6592.5,0.0,46.0
2012-01-10 16:00:00,6741.3,0.0,44.28
2012-01-10 17:00:00,6935.3,0.0,45.66
2012-01-10 18:00:00,6748.2,0.0,44.91
2012-01-10 19:00:00,6560.0,0.0,44.16
2012-01-10 20:00:00,6333.9,0.0,43.91
2012-01-10 21:00:00,6076.3,0.0,43.32
2012-01-10 22:00:00,5678.3,0.0,42.25
2012-01-10 23:00:00,5225.5,0.0,41.07
2012-01-11 00:00:00,4810.2,0.0,40.53
2012-01-11 01:00:00,4566.0,0.0,39.78
2012-01-11 02:00:00,4424.4,0.0,39.42
2012-01-11 03:00:00,4366.2,0.0,38.64
2012-01-11 04:00:00,4401.7,0.0,36.94
2012-01-11 05:00:00,4665.5,0.0,37.48
2012-01-11 06:00:00,5258.5,0.0,37.74
2012-01-11 07:00:00,5848.1,0.0,36.94
2012-01-11 08:00:00,6191.2,0.0,37.73
2012-01-11 09:00:00,6389.2,0.0,39.83
2012-01-11 10:00:00,6454.5,0.0,40.84
2012-01-11 11:00:00,6484.0,0.0,43.48
2012-01-11 12:00:00,6481.8,0.0,45.57
2012-01-11 13:00:00,6477.8,0.0,46.6
2012-01-11 14:00:00,6478.4,0.0,46.35
2012-01-11 15:00:00,6499.8,0.0,45.09
2012-01-11 16:00:00,6685.7,0.0,42.06
2012-01-11 17:00:00,6915.5,0.0,44.19
2012-01-11 18:00:00,6746.1,0.0,44.7
2012-01-11 19:00:00,6547.6,0.0,44.54
2012-01-11 20:00:00,6310.7,0.0,44.03
2012-01-11 21:00:00,6035.4,0.0,43.77
2012-01-11 22:00:00,5657.2,0.0,43.02
2012-01-11 23:00:00,5200.6,0.01,41.38
2012-01-12 00:00:00,4800.8,0.0589,41.44
2012-01-12 01:00:00,4555.7,0.0923,42.46
2012-01-12 02:00:00,4405.7,0.0958,42.44
2012-01-12 03:00:00,4344.4,0.0864,43.35
2012-01-12 04:00:00,4372.9,0.0981,45.2
2012-01-12 05:00:00,4629.7,0.09,45.26
2012-01-12 06:00:00,5225.6,0.1249,45.38
2012-01-12 07:00:00,5862.0,0.1108,43.87
2012-01-12 08:00:00,6290.2,0.0595,43.51
2012-01-12 09:00:00,6501.6,0.1582,43.44
2012-01-12 10:00:00,6565.7,0.1588,45.1
2012-01-12 11:00:00,6638.0,0.0,44.37
2012-01-12 12:00:00,6663.5,0.0069,43.61
2012-01-12 13:00:00,6661.8,0.0089,43.63
2012-01-12 14:00:00,6637.9,0.0,43.62
2012-01-12 15:00:00,6675.9,0.0,43.19
2012-01-12 16:00:00,6812.9,0.0,42.93
2012-01-12 17:00:00,6964.4,0.0,42.0
2012-01-12 18:00:00,6741.6,0.0,42.19
2012-01-12 19:00:00,6536.2,0.0,42.19
2012-01-12 20:00:00,6309.8,0.0,42.39
2012-01-12 21:00:00,6029.6,0.0,42.79
2012-01-12 22:00:00,5662.2,0.0,42.96
2012-01-12 23:00:00,5204.1,0.0,42.69
2012-01-13 00:00:00,4795.4,0.0,42.05
2012-01-13 01:00:00,4534.1,0.0228,42.62
2012-01-13 02:00:00,4383.2,0.0,42.45
2012-01-13 03:00:00,4314.7,0.0,44.16
2012-01-13 04:00:00,4333.3,0.0,45.23
2012-01-13 05:00:00,4586.4,0.0,46.65
2012-01-13 06:00:00,5168.0,0.0,48.32
2012-01-13 07:00:00,5746.2,0.0,48.86
2012-01-13 08:00:00,6100.1,0.0,42.22
2012-01-13 09:00:00,6392.7,0.0,41.06
2012-01-13 10:00:00,6524.8,0.0,45.84
2012-01-13 11:00:00,6612.6,0.0,35.69
2012-01-13 12:00:00,6652.8,0.0,34.41
2012-01-13 13:00:00,6673.2,0.0,33.07
2012-01-13 14:00:00,6663.4,0.0,32.42
2012-01-13 15:00:00,6715.1,0.0,32.52
2012-01-13 16:00:00,6848.2,0.0,36.8
2012-01-13 17:00:00,7056.3,0.0,29.33
2012-01-13 18:00:00,6890.3,0.0,29.59
2012-01-13 19:00:00,6678.7,0.0,29.59
2012-01-13 20:00:00,6444.2,0.0,29.33
2012-01-13 21:00:00,6188.3,0.0,29.33
2012-01-13 22:00:00,5889.2,0.0,32.2
2012-01-13 23:00:00,5514.8,0.0,29.33
2012-01-14 00:00:00,5147.2,0.0,28.66
2012-01-14 01:00:00,4892.9,0.0,28.57
2012-01-14 02:00:00,4711.9,0.0,28.57
2012-01-14 03:00:00,4625.8,0.0,28.5
2012-01-14 04:00:00,4599.2,0.0,32.35
2012-01-14 05:00:00,4670.2,0.0,28.33
2012-01-14 06:00:00,4845.3,0.0,28.42
2012-01-14 07:00:00,5043.5,0.0,29.16
2012-01-14 08:00:00,5339.5,0.0,29.23
2012-01-14 09:00:00,5625.5,0.0,29.26
2012-01-14 10:00:00,5836.1,0.0,32.13
2012-01-14 11:00:00,5950.8,0.0,30.19
2012-01-14 12:00:00,5987.4,0.0,31.09
2012-01-14 13:00:00,6001.8,0.0,31.1
2012-01-14 14:00:00,5986.9,0.0,31.43
2012-01-14 15:00:00,5989.0,0.0,32.07
2012-01-14 16:00:00,6089.1,0.0,33.79
2012-01-14 17:00:00,6304.4,0.0,32.16
2012-01-14 18:00:00,6295.4,0.0,32.07
2012-01-14 19:00:00,6176.1,0.0,32.16
2012-01-14 20:00:00,6031.5,0.0,31.34
2012-01-14 21:00:00,5888.7,0.0,30.16
2012-01-14 22:00:00,5701.1,0.0,29.16
2012-01-14 23:00:00,5420.3,0.0,28.16
2012-01-15 00:00:00,5119.6,0.0,27.16
2012-01-15 01:00:00,4892.6,0.0,26.43
2012-01-15 02:00:00,4731.0,0.0,25.24
2012-01-15 03:00:00,4662.6,0.0,23.41
2012-01-15 04:00:00,4652.6,0.0,21.39
2012-01-15 05:00:00,4710.9,0.0,18.4
2012-01-15 06:00:00,4844.4,0.0,17.4
2012-01-15 07:00:00,4979.1,0.0,16.56
2012-01-15 08:00:00,5231.4,0.0,15.83
2012-01-15 09:00:00,5513.9,0.0,15.85
2012-01-15 10:00:00,5749.6,0.0,16.39
2012-01-15 11:00:00,5888.8,0.0,18.35
2012-01-15 12:00:00,5934.2,0.0,20.93
2012-01-15 13:00:00,5939.5,0.0,22.18
2012-01-15 14:00:00,5943.9,0.0,23.43
2012-01-15 15:00:00,5956.2,0.0,23.85
2012-01-15 16:00:00,6083.9,0.0,21.29
2012-01-15 17:00:00,6383.5,0.0,23.4
